id,질문,본문
200,토지거래허가구역으로 지정된 성수전략정비구역에 분양권이 없는 과소지분을 소유한 조합원 간 지분거래를 허용해 줄 것을 요청,"안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원은 토지거래허가구역으로 지정된 성수전략정비구역에 분양권이 없는 과소지분을 소유한 조합원 간 지분거래를 허용해 줄 것을 요청하는 내용으로 이해됩니다. 토지거래허가 면제 대상 토지면적 기준에 대해서는 「부동산 거래신고 등에 관한 법률 시행령」제9조 제1항에 따라 시·도지사가 허가구역을 지정할 당시 해당 지역에서의 거래실태 등을 고려하여 기준면적의 10퍼센트 이상 300퍼센트 이하의 범위에서 따로 정하여 공고할 수 있습니다. 성수전략정비구역은 2024년 4월에 도심지 내 토지거래허가구역 지정의 실효성 확보를 위해 도시계획위원회 심의를 통해 도시지역 내 세부 용도별 토지의 면적을 법령상 기준의 10퍼센트로 적용하여 재지정하였으며, 토지거래허가제 운영에 따른 주민 불편사항 해소방안을 현 제도에서 구체적으로 제시해 드리기 어려운 점 양해하여 주시기 바랍니다. 그 밖에 궁금하신 사항이 있으시면 토지관리과(☎ 02-2133-4668)에 문의하여 주시기 바랍니다.  끝."
201,고척스카이 인근 불법주정차 해소를 위해 집중 단속 실시 및 CCTV와 볼라드 설치 요청.,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 '고척스카이돔(구로구 경인로 430)' 인근 불법주정차 차량 단속 및 CCTV, 볼라드 설치에 관한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 우선 불법주정차로 인해 불편을 겪으신 점에 대해 깊은 사과의 말씀을 드리며, 고척스카이돔을 관리하고 있는 서울시 시설관리공단 담당자와 확인한 결과 10,000명 이상의 관람객이 입장할 것으로 예상되는 야구 경기의 경우에는 고척돔 인근에 진행요원을 배치하여 지역 주민들의 불편을 최소화하고자 노력하고 있다고 합니다. 아울러, 저희 주차관리과에서도 콘서트, 방송촬영과 같은 많은 인파가 몰릴 것으로 예상되는 경우에는 시설관리공단, 경찰 등 관련 기관들과의 협력을 통해 추가적인 인원을 배치하여 강화된 단속을 실시하고 있음을 안내해 드립니다. CCTV 설치 요청 관련, 청구아파트의 경우 아파트 상가 앞에 설치된 것을 포함하여 반경 200m 안에 6개의 고정형CCTV가 설치되어 단속 중인 것으로 확인하였습니다. 추후 추가적인 CCTV 설치 검토 시 귀하의 의견을 반영할 수 있도록 노력하겠습니다. 다만, 불법주정차 단속용 CCTV의 경우 설치 요청 민원은 해마다 증가하고 있으나 예산은 한정되어 있기에 도로 여건과 교통량, 교통흐름, 설치 효율성 및 민원현장 상황 등에 대한 종합적인 검토를 통하여 우선순위를 정해 순차적으로 설치 중에 있다는 점 양해를 부탁드립니다.  마지막으로, 교통행정과 교통안전시설물 담당자로부터 볼라드는 도로에는 설치가 불가하다는 답변을 받아 안내해 드립니다. 더 궁금하신 사항이 있으신 경우 구로구청 주차관리과(☎ 02-860-3191, ☎ 02-860-3189), 교통행정과(☎ 02-860-3182)로 문의하여 주시면 더 자세히 답변을 드리도록 하겠습니다. 앞으로도 우리 구정에 깊은 관심 부탁드리며, 가정에 항상 건강과 행복이 가득하시길 기원합니다.  끝."
202,서울 방문을 기념할 만한 서울시 티셔츠 공모전 개최 제안,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 서울방문을 기념할만한 서울시 티셔츠 공모전 개최 제안에 관한 것으로 판단되며, 제안 사항에 대해 검토한 의견은 다음과 같습니다. 우리 시는 서울의 매력을 널리 알리고 관광객들이 서울 여행을 추억할 만한 기념품인 서울 굿즈를 제작하여 판매하고 있습니다. 특히 티셔츠, 모자 등은 의류 브랜드 무신사와 협업하여 제작하였고 '서울마이소울샵'에서 판매중입니다. 굿즈샵은 외국인 관광객이 많이 찾는 DDP디자인스토어, 명동, 종로 등에 있으며 서울시민과 외국인 관광객들의 관심과 성원으로 제품 구성과 판매 장소는 더욱 확대할 예정입니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 관광체육국 관광산업과(☎ 02-2133-2776)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
203,"서울에서 과천 경계를 넘으면 양재천이 깨끗해지지만, 서초구와 강남구로 들어서면 하천 바닥이 더러워지고 오염물이 쌓여 있음. 유입수 관리뿐만 아니라 하천 바닥 관리도 필요하며, 주기적인 관리를 통해 양재천을 더 깨끗하게 유지하길 요청","1. 안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 2. 귀하의 민원사항은 '양재천이 과천경계는 깨끗하나, 서초구, 강남구는 하천 바닥이 더러운 토사로 뒤덮이고, 도심에서 유입되는 오염수로 오염이 심해지니 주기적으로 하천바닥을 관리해 달라'는 내용으로 판단 됩니다. 3. 양재천은 과천을 시작으로 탄천으로 합류하는 총 18.5㎞의 지방하천으로 우리구(강남구)는 영동2교부터 탄천합류부까지 하류구간(3.75㎞)에 속해 있으며, 귀하의 말씀처럼 하상(하천바닥)에 토사가 쌓일 경우 하천수가 정체되고 이로인해 오염이 진행될 수 있어 우리구에서는 주기적으로 준설작업을 실시하고 있습니다. 4. 양재천의 경우, 2024년 1월 준설작업을 시행하였으며, 올 여름내 쌓인 준설토에 대해서는 하반기(건기)에 준설작업을 실시하여 깨끗한 하천이 되도록 하겠습니다. 5. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 강남구 안전교통국 치수과(☎ 02-3423-6603)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
204,"아이들이 공사장 길로 하교하는 과정에서 사고가 발생하였음. 공사장 주변 안전 장치가 부족하여 위험한 상황이 계속되고 있으니,  정확한 현장 확인을 통해 아이들의 안전을 확보해주길 요청.","안녕하십니까? 먼저, 하굣길에 발생한 자녀분의 안전사고에 깊은 위로의 말씀을 드리며, 양재대로 보행 안전대책 마련에 대하여 답변드리겠습니다. 담당 부서(재건축재개발과)에서 등교 시간대에 현장을 방문하여 공사장 주변 안전관리 실태를 조사하였으며, 공사관계자에게 안전한 통학로 확보를 위한 안전대책을 수립할 것을 통보하였습니다. 이에 따라, ① 양재대로 보도 위 기존 녹지대를 제거하여 보행공간 확대, ② 양재대로 차도 일부를 폐쇄하여 ‘임시 보행로’ 조성, ③ 등하교시간 안전요원 배치를 실시할 예정입니다. 아울러, 도로를 이용하는 주민들의 안전한 보행권 확보를 위해, 기반시설 공사를 최우선적으로 실시하도록 권고하였습니다. 앞으로, 동일한 사고가 다시는 반복되지 않도록 공사관계자에게 공사장 안전관리를 철저히 하도록 행정지도 하겠습니다. 더 궁금하신 사항이 있으실 경우, 재건축재개발과(☎02-3425-5982)로 연락 주시면 자세히 안내해 드리겠습니다. 구민 여러분의 건강하고 행복한 일상을 위해 항상 살피겠습니다. 변화하는 강동구를 함께 지켜봐 주세요. 감사합니다."
205,한강대교 전망호텔 '스카이스위트' 내부 이용자의 모습이 보이지 않도록 조치 요청.,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하께서는 한강대교 전망호텔 '스카이스위트' 내부에서 투숙객이 알몸으로 돌아다녀 시민들에게 불쾌감을 주었다고 지적해주셨습니다. 서울시가 민간에 위탁 운영하고 있는 시설에서 위와 같은 사례가 발생하였음을 죄송하게 생각합니다. 운영업체를 통하여 호텔 이용자들이 동일한 사례로 시민들에게 불쾌감을 초래치 않도록 주의 조치하겠으며 유리에 반투명 시트지 부착 등도 검토하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래한강본부 운영부 운영총괄과(☎ 02-3780-0809)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
206,"열린송현녹지광장에 빨간 페인트 칠을 한 나무가 전시의 일환으로 있는 것인지 또, 이 페인트가 식물에 어떤 영향을 끼치는지 문의.","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원 내용은 열린송현녹지광장에 페인트칠을 한 나무가 있다는 내용으로, 해당 나무는 규조토 친환경 원료를 칠한 용버들입니다. 나무 화분 안내판에 기재되어 있듯이 용버들 나무에 칠한 분홍색 규조토는 친환경 원료로 항균, 방충 작용 등 식물 생육에 이로운 작용을 합니다. 규조토란 바다나 호수에 사는 단세포 규조류가 해저로 가라앉아 오랜기간 쌓여 생성된 퇴적물로, 예로부터 나무에 칠해온 석회와 같은 효과로 병해충 및 균에 대해 방어하여 나무를 더욱 건강하고 아름다운 모습을 유지할 수 있도록 합니다. 붙은 규조토 페인트는 시간이 지남에 따라 탈락 되면서 다시 화분 내 토양 및 하부 식생으로 스며들어 식물에 좋은 영향을 줍니다. 아울러 해당 나무는 조각전시와 관계 없는 것으로 조각전시가 끝나더라도 계속 존치됨을 알려드립니다. 앞으로도 시정에 많은 관심을 부탁드리며, 추가적인 문의사항이 있으실 경우 서울특별시 중부공원여가센터 조경지원과(☎ 02-3783-5946)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
207,"관악구 남현동 요지 근처의 공원 조성 작업과 관련해 나무 벌채로 인해 환경이 파괴되고 주민들의 생활 질 저하를 초래하고 있다는 점에서 잘못된 행정임을 지적하며, 나무 벌채와 공원조성에 대해 재고해주길 요청","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 현재의 공사는 2025년 공원조성사업 추진을 위한 국가유산청과의 재협의 과정으로 파악되며, 진행과정에 있어 불편을 끼치는 경우도 있으나 주민들에게 도심속 자연을 즐길 수 있는 힐링공간을 제공하기 위한 목적임을 먼저 말씀드립니다. 사업추진경위를 말씀드리면, 남현동 산67-1 일대는 장기미집행 도시공원으로 우리 구에서는 공원조성을 위하여 2021년 토지보상을 완료하였으며, 해당부지는 도시계획시설 공원이자 매장문화재 유존지역으로 공원조성사업을 추진하기 위해서는 국가유산청(구 문화재청) 허가 후 공원조성사업이 가능하기에, 그 절차 상 23년 시굴조사(전체면적의 10%)를 완료하였으며, 시굴조사 결과 통일신라시대 토기 84점, 가마관련 유구가 확인되었습니다. 이에 국가유산청(구 문화재청) 재협의결과 정밀발굴조사(해당면적의 100%)를 시행 후 공원조성사업이 가능하기에 24년 정밀발굴조사를 시행하게 되었음을 다시 한번 설명드립니다. 현재 정밀발굴조사 용역이 시행중이며, 정밀발굴조사 결과에 따라 국가유산청과 재협의 절차를 거쳐 2025년 공원조성사업에 착수할 예정입니다. 공원조성사업 시 주민분들의 의견을 충분히 수렴하여 수목식재 및 휴게쉼터를 조성하도록 하겠습니다. 공원 조성 이후에는 다시 자연과 함께할 수 있는 휴식공간이 마련될 것임을 말씀드리며, 해당부지 일대가 더 매력적인 공간으로 재탄생할 수 있도록 최선을 다하겠습니다. 다만, 그 과정에 있어 큰 불편을 끼쳐드린 점 다시 한번 양해 부탁드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 관악구 공원여가국 공원녹지정책과 담당(☎02-879-6503)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.  끝."
208,법적관계가 없는 두 사람이 서울시에 주소지를 두고 있는 경우 전기차 신차 출고시에 승용차량에 공동명의를 두고 보조금을 받을 수 있는지 문의,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 법적관계가 없는 두 사람이 서울시에 주소지를 두고 있는 경우 전기차 신차 출고시에 승용차량에 공동명의를 두고 보조금을 받을 수 있는지에 관한 여부입니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 서울시 「2024년 하반기 전기자동차 민간 보급사업 공고」에 따라 대표자와 공동명의자가 같은 세대 내에 거주하는 가족일 경우에만 신차 출고시에 공동명의를 두고 보조금을 받을 수 있습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 친환경차량과(☎ 02-2133-3644)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
209,구청 산하 유기견 관련 보호소가 있다면 해당 보호소의 연락처나 사이트가 있는지 문의.,"1. 안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 2. 현재 강서구는 (사)한국동물구조관리협회(☎ 031-867-9119)와 협약을 맺고 있으며, 홈페이지는 https://www.karma.or.kr/ 을 통해 확인하실 수 있습니다. 3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 강서구 미래경제국 지역경제과 (☎ 02-2600-6292)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.  끝."
210,가. 경향신문(2024.4.11.) 기사와 서울시에서 발표한 화재 건수가 다른 이유나. 전기차 90% 충전 제한에 대한 구체적인 근거,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 가. 경향신문(2024.4.11.) 기사와 서울시에서 발표한 화재 건수가 다른 이유 나. 전기차 90% 충전 제한에 대한 구체적인 근거에 관한 것으로 판단 됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 가. 경향신문에서 발표한 기사와 서울시에서 발표한 화재 건수의 차이는 집계기간이 다르기 때문인 것으로 보입니다. 경향신문 기사에 따르면 ""2023년 한 해 동안 발생한 전기차 화재는 72건"" 인 반면, 서울시에서 발표한 자료에 따르면 ""2018년부터 2024년 6월까지 전국적으로 전기차 화재 건수는 187건""으로 집계 기간이 서로 다릅니다. 나. 전기차 화재는 물리적 충격, 배터리 결함, 과도한 충전 등 다양한 원인으로 발생합니다. 전기차 화재 특성 상 전소로 인해 정확한 원인 파악은 어려운 경우가 많지만, 전문가들에 따르면 배터리 충전율을 낮추면 낮출수록 배터리 과열을 방지하고, 화재 위험을 줄일 수 있어, 시는 사용자 편익을 고려하여 충전율 90%로 정하였습니다. 다만 전기차 충전율을 제한하더라도  배터리 노후 및 결함 등으로 화재는 발생할 수 있어 충전율 제한은 하나의 예방조치일 뿐, 모든 전기차 화재를 방지할 수 있는 해결책이 아닙니다. 그럼에도 불구하고 충전율 제한을 권고하는 것은 시민 안전을 지키고, 전기차 안전성을 강화하기 위한 조치의 일부로 이해하여주시기 바랍니다. 시는 앞으로도 전기차 화재예방 및 대응방안을 지속적으로 강구해나가도록 하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 친환경차량과(☎ 02-2133-3609)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
211,"1. 운영 시간이 축소되어 직장인과 학생들이 구장을 이용할 기회가 줄어들었고, 이는 구장의 설립 목적과 맞지 않으며, 운영 시간을 재조정할 필요가 있음.2. 기존의 일일 예약 방식에서 한 달치 예약을 한 번에 오픈하는 방식으로 변경되었는데, 이로 인해 예약의 공정성이 떨어지고, 서버 과부하 및 예약 경쟁 과열 문제가 발생할 수 있음.3. 변경된 이용 시간과 예약 방식에 대한 사전 공지가 부족하여 이용자들이 혼란을 겪고 있음.4. 구장의 관리와 시설 개선이 필요하며, 특히 잔디 상태와 시설물의 노후화 문제를 조속히 해결해야 함.5. 상암 풋살 구장의 운영 개선을 위해 지역 주민들과의 소통을 강화해야 함.","시민님 안녕하십니까? 서울월드컵경기장에 관심을 갖고 소중한 의견주신데 대하여 감사 말씀을 드리며, 시민님께서 신청하신 민원에 대하여 답변 드리겠습니다. 시민님의 민원내용은 ‘풋살구장 운영방식’ 에 관한 것으로 이해됩니다. 먼저 서울월드컵경기장 풋살구장 이용과 관련하여 소중한 의견 주신 점 감사의 말씀 드립니다. 첫 번째로, 이용 시간 단축과 관련한 내용에 대해 답변 드립니다. 현재 서울월드컵경기장 풋살구장의 경우 06~24시까지 운영 중에 있습니다. 특히 야간 시간대(22~24시) 사용의 경우 소음문제에 대해 계도를 지속적으로 하였지만 그럼에도 불구하고 지역 주민분들께서 소음피해를 호소하고 있어 운영시간을 변경하였음을 안내드립니다. 두 번째로, 예약 방식 변경으로 인한 접근성 문제에 대해 답변 드립니다. 많은 시민분들께서 풋살구장을 이용할 수 있도록 하기 위해 예약방법을 일 단위 개방에서 월 단위 개방으로 변경하였습니다. 일 단위 예약에 비해 많은 예약 건수가 오픈 당일 열리므로, 일 단위 개방에 비해 수월하게 많은 분들이 이용하실 수 있을 것으로 기대합니다. 세 번째로, 충분한 공지 및 홍보 부족에 대해 답변 드립니다. 운영시간 축소 및 예약방법 변경과 관련하여 시행, 한달 전에 사전 공지하였습니다. 다만 부족하다고 느끼신 시민님의 의견을 반영하여 사전 안내와 공지를 위한 충분한 시간을 확보하고 홍보를 할 수 있도록 노력하겠습니다. 네 번째로, 구장 관리와 시설 개선 필요성에 대해 답변 드립니다. 현재 풋살구장 A,B면의 경우 9월 첫째 주에 보수 예정에 있음을 안내드립니다. 마지막으로, 커뮤니티와의 소통 강화 필요에 대해 답변 드립니다. 현재 서울월드컵경기장 풋살구장의 경우 이용자 위원과의 간담회를 통해 이용자 의견을 수렴하고 있습니다. 서울월드컵경기장은 지역 커뮤니티, 이용자와의 소통 강화를 위해 더욱 노력하겠습니다. 앞으로도 서울월드컵경기장에 꾸준한 관심 부탁드리며, 그 밖의 풋살구장과 관련하여 기타 궁금하신 사항은 담당자(☎02-2128-2966)에게 문의주시면 정성껏 답변 드리겠습니다. 오늘도 즐겁고 행복한 하루가 되시길 바랍니다. 감사합니다. 2024. 08. 28. 서울시설공단 서울월드컵경기장운영처"
212,서울시 남녀 임신준비 지원 사업의 예산과 대상 인원을 더 확대해주길 요청.,"안녕하십니까? 평소 우리 구에 많은 관심과 애정을 보여주심에 깊은 감사를 드립니다. 귀하께서 문의하신 남녀 임신준비 지원사업 검사 지원인원에 대해 아래와 같이 답변드립니다. 귀하께서 이용하시고자 한 남녀 임신준비 지원사업은 서울시 사업으로써, 서울시에서 예산 전액 배분받아 검사인원을 지정하여 예약을 받고 있습니다. 예산 안에서 최대한 많은 인원이 검사받도록 진행하고 있으나, 예산대비 지원자가 많은 상황입니다. 이로 인해 검사 예약이 원할하지 않았던 점에 죄송하게 생각합니다. 이를 개선하고자 서울시에 예산 추가 교부를 요청하였으나, 추가 예산 교부가 어렵다는 답변을 받았습니다. 따라서 현재와 같이 검사를 진행하게 된다는 점에 대해 양해 부탁드립니다. 2025년에는 가임력 검사를 지원해주는 임신 사전건강관리 지원사업(국가사업)이 시행되어 지원이 확대될 예정임을 안내드립니다. 소중한 의견 주심에 감사드리며 더욱 많은 구민들의 건강향상을 위하여 노력하겠습니다. 더 문의하실 사항이 있으시면 보건소 건강증진과(☎820-9431)로 연락주시기 바랍니다. 감사합니다."
213,구조된 동물에 대한 안락사 우려와 서울동물복지센터에 입소할 수 있는 기준 문의.,"안녕하십니까? 귀하께서 응답소를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원 내용은 서울동물복지센터 입소 동물에 관한 건으로 파악됩니다. 귀하의 말씀처럼 지난 2024년 8월 2일 한국동물구조관리협회에서 검은색 푸들 한 마리가 서울동물복지지원센터(마포)에 입소되었으며, 현재 건강검진과 중성화 수술을 마치고 아주 건강한 상태에서 새로운 입양자를 찾고 있는 중입니다. 우려해 주신 안락사 건에 대해서는 서울동물복지지원센터 운영 관리 매뉴얼에 의거하여 건강한 개체에 대한 안락사는 일절 진행되지 않음을 안내드립니다. 다음으로 문의주신 입소 기준은 센터 보호시설의 크기를 고려하여 마포센터는 7kg 이하, 동대문센터는 10kg 이하이면서 입양될 가능성이 높은 동물을 우선적으로 선발하게 됩니다. 말씀하신 구로에서 발견된 유기견은 확인 결과 체중이 13kg으로, 센터에서 보호하기에는 공간적인 어려움이 있음을 양해해 주시기 바랍니다. 앞으로도 서울동물복지지원센터는 유기동물의 치료부터 입양, 교육까지 전담하는 동물보호 전문시설로서, 유기동물 입양이 우리 사회의 보편적인 반려동물 문화가 될 수 있도록 노력하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울시 정원도시국 동물보호과(☎ 02-2124-2932)에게 연락주시기 바랍니다."
214,트램 106정거장의 역명을 '송파위례광장'이 아닌  '위례별' 또는 '트랜짓몰'로 제정하는 것이 바람직함.,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 위례선 트램 106정거장의 역명을 '위례별' 또는 '트랜짓몰'로 제정하는 것이 바람직하다는 의견을 주신 것으로 이해됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다. 1. 위례선 106 정거장 역명 제정과 관련하여, 송파구에서는 역명 제개정 절차에 따라 지역주민 의견수렴 및 구 지명위원회 심의를 거쳐 서울시 지명위원회 안건 상정 요청을 한 바 있습니다. 2. 서울시에서는 각 자치구에서 사전절차를 이행한 안건에 대해 도시철도 운영기관 등 유관기관의 의견을 수렴하고 역명 개정 기준에 부합하는 경우 시 지명위원회에 상정합니다. 따라서 역명 개정 기준(지침)에 따라 시 지명위원회에 안건 상정 등 이후 절차를 진행할 예정입니다. 3. 또한 도시철도 역명 제·개정 기준에 따라, 상가 이름 등 특정 시설명은 역명으로 사용하지 않는 것이 원칙임을 알려드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통기획관 도시철도과(☎ 02-2133-4350)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
215,"한강공원 따릉이와 관련하여 이용 시간이 만료되면 거치대 반납이 아닌, 시간 연장을 가능하도록 개선 요청.","안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 우선 서울시 공공자전거 '따릉이'에 대한 관심에 깊은 감사인사 드립니다. 귀하의 민원내용은 '공공자전거 따릉이 대여기간 연장' 기능신설 요청으로 사료됩니다. 귀하의 건의사항에 대해 검토한 의견은 다음과 같습니다. 저희 따릉이 이용권이 1시간권·2시간권으로 나누어져 있는 이유는, 다수의 시민들이 공공자전거를 이용할 수 있도록 이용자가 장시간 자전거를 단독이용하지 못하게 제재하고자 하는 목적이 있습니다. 장시간 이용하고자 하시는 경우에는 이용시간 안에 반납하시고 재차 대여하는 방식으로 이용권 범위 안에서 이용하여 주시고, 이 점에 대하여 양해를 부탁 드립니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통운영관 보행자전거과(☎02-2133-2433)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
216,남산 타워 일대 모기 등 해충 방역 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 남산N타워 등 모기 방역을 요청하신 사항입니다. 우선 귀하께서 민원을 제기하고 답변을 받으시는 과정에서 알게 되신 바와 같이, 남산에서는 현재 모기 방역을 별도로 시행하지 않고 있습니다. 방역 작업을 위해서는 특수 장비와 약품이 필요하며, 방역작업에 대한 근로계약이 체결된 근로자가 있어야 합니다. 근로계약에 없는 작업을 시행할 때에는 산업안전보건법에 따라 작업자의 동의와 함께 16시간 이상의 특수교육과 특수 물질 사용에 따른 특수건강검진을 시행해야 합니다. 그래서 감염병 예방과 생활방역 업무를 수행하고 있는 지역 보건소에서 협조를 받고자 하였으나 여러 행정여건으로 지원을 받지 못한 상황입니다. 남산은 국내외 많은 분들이 찾는 서울의 대표 관광지 중에 하나이므로, 여러 절차를 이행해서라도 자체 방역을 검토는 해보았습니다. 그러나 남산은 해발 약 270m의 산이며, N타워 주변이 바닥 포장된 공간이라고 하더라고 반경 100m를 넘어서면 나무가 우거진 숲으로 이어집니다. 방역에 사용되는 살충제 성분이 산림생태계에 도움이 되는 익충에게도 영향을 미칠 수 있으며, 모기의 서식지는 광범위하여 연막 방역으로는 모기 알이나 유충에 미치는 효과는 제한적입니다. 이러한 이유로 모기에 대한 자체 방역도 추진하기는 어렵겠습니다. 귀하의 기대에 충족하는 답변을 드리지 못해 송구스럽습니다. 번거로우시겠지만 남산을 오실 때에는 모기 기피제를 구비하여 주시기를  양해부탁드리며, 추가적인 문의사항이 있으실 경우 서울특별시 중부공원여가센터 공원운영과(☎ 02-3783-5920)(☎ 02-3783-5922)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
217,반포한강공원 내  무허가 점용 추모공간 철거 요청,"안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 귀하의 민원내용은 반포한강공원 내 무허가 점용 추모공간 철거요청에 관한 것으로 판단 됩니다. 귀하께서 요청하신 사항에 대해 미래한강본부는 해당 추모공간에 대한 해결방안을 찾기 위해 오랜동안 고민하여 왔습니다. 그동안 변호사 법률자문을 거쳐 자진철거를 유도하기 위한 현수막을 게첨하고, 해당 추모공간을 조성한 관련자들 대상으로 간담회 개최 등을 추진하여 왔습니다. 그러나 최근 이와 관련하여 추모공간 조성자들 일부가 집회 및 시위의 자유와 표현의 자유 침해를 이유로 해당 무단적치물 철거 절차에 대한 집행정지 신청 및 취소소송에 대하여 최근에 각하 판결이 나왔으나, 이에 항소하여 다시 소송이 진행 중에 있습니다. 이에 따라 해당 공간의 무단 적치물에 대한 법적조치가 지연되고 있음을 양해하여 주시기 바랍니다. 해당 추모공간이 조속하게 정리될 수 있도록 최선의 노력을 다 하겠습니다. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래한강본부 운영부 운영총괄과(☎ 02-3780-0806)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
218,서울시 우수디자인 공동주택 선정되었을 때 신규 건축 혹은 재건축 시 발코니 확장 및 용적율 완화라는 혜택을 받을 수 있으나 시민들이 확인할 방법이 마땅치 않음. 따라서 우수디자인 공동주택에 선정된 리스트 현황 자료 요청.,"1. 안녕하십니까? 귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다. 2. 귀하의 민원내용은 최근 10년간 우수디자인 공동주택으로 인정받은 현황 자료를 요청하신 내용으로 판단됩니다. 3. 먼저 건축법 제4조에 따른 건축위원회 심의 단계에서 건축관계법령 및 서울특별시 건축물 심의기준 등에 따라 건축기준 완화가 가능하며, 서울특별시 건축물 심의기준 제20조에 따른 우수디자인 공동주택으로 인정받은 경우에도 일부 기준 완화가 가능함을 알려드립니다. 4. 이와 관련 서울특별시 건축위원회 운영 과정에서 건축기준 완화 내용 및 사유 등에 관한 자료를 별도로 작성하고 있지 않은 관계로 귀하께서 요청하신 자료는 부득이 제공이 어려움을 알려드리오니 이점 이해하여 주시기 바랍니다. 5. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 주택실 건축기획관 건축기획과(☎ 02-2133-7104)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다."
